population,elevation,genotype,Replicate #,am.pm,date,treatment,rh (%),Tair (oC),Tleaf (oC),vpd (kPa),gsw.(mol m-2 s-1),gsw.(mmol m-2 s-1),E.(mmol m-2 s-1),E (mol m-2 s-1),E (g m-2 s-1),E (kg m-2 s-1),E (kg m-2 hr-1),Total leaf area (m2),Al:Ab (m2 cm-2),Al:Ab (m2 m-2),Ypd (MPa),Ymd (MPa),Delta Y (MPa),K (Kg hr-1 MPa-1 m-2) ,K (Kg hr-1 MPa-1 m-2) per BA,K (mmol s-1 MPa-1 m-2) per LA,K (mmol s-1 MPa-1 m-2) per BA
NRV-NEW,666,122,18,am,9/6/23,postdrought,21.64,31.41,29.45,3.12,0.15,150,4.44,0.004,0.080,0.000080,0.288,7.71,1.2,12000,-0.88,-1.99,1.11,0.259,3110.400,3.996607324,47959.28789
NRV-NEW,666,123,19,am,9/6/23,postdrought,27.75,29.05,26.23,2.3,0.21,210,4.45,0.004,0.080,0.000080,0.288,8.61,1.52,15200,-0.86,-2.43,1.57,0.184,2791.766,2.831990859,43046.26106
NRV-NEW,666,123,20,am,9/6/23,postdrought,25.26,29.16,27.11,2.57,0.11,110,2.6,0.003,0.047,0.000047,0.168,1.94,0.35,3500,-1.21,-1.88,0.67,0.251,880.119,3.877305613,13570.56965
NRV-NEW,666,123,22,am,9/6/23,postdrought,23.56,31.65,29.94,3.13,0.1,100,2.97,0.003,0.053,0.000053,0.192,7.09,0.5,5000,-0.92,-1.96,1.04,0.185,925.269,2.853347056,14266.73528
TSZ-SAN,1212,3,29,am,9/6/23,postdrought,23.07,30.94,29.66,3.13,0.06,60,1.76,0.002,0.032,0.000032,0.114,0.9,0.17,1700,-0.74,-2.06,1.32,0.086,146.880,1.332202441,2264.744151
TSZ-SAN,1212,3,30,am,9/6/23,postdrought,21.33,32.12,29.12,3.01,0.09,90,2.44,0.002,0.044,0.000044,0.158,7.13,1.39,13900,-0.86,-2.41,1.55,0.102,1417.908,1.572858366,21862.73129
TSZ-SAN,1212,3,31,am,9/7/23,postdrought,23,32.02,30.75,3.34,0.07,70,2.21,0.002,0.040,0.000040,0.143,4.14,0.74,7400,-0.52,-2.13,1.61,0.089,658.223,1.371506551,10149.14848
TSZ-SAN,1212,4,32,am,9/6/23,postdrought,22.4,31.08,29.51,3.11,0.04,40,1.05,0.001,0.019,0.000019,0.068,7.33,1.02,10200,-0.86,-2.06,1.2,0.057,578.340,0.874257852,8917.430093
TSZ-SAN,1212,4,33,am,9/7/23,postdrought,18.25,34.96,36.16,4.97,0.03,30,1.55,0.002,0.028,0.000028,0.100,19.41,3.48,34800,-0.52,-1.95,1.43,0.070,2444.274,1.08299674,37688.28655
TSZ-SAN,1212,4,34,am,9/6/23,postdrought,22.11,32.05,30.11,3.22,0.07,70,2.26,0.002,0.041,0.000041,0.146,6.58,1.15,11500,-0.38,-1.82,1.44,0.102,1169.550,1.56811329,18033.30284
TSZ-SAN,1212,7,36,am,9/6/23,postdrought,21,32.25,30.85,3.44,0.06,60,1.97,0.002,0.035,0.000035,0.128,8.77,0.91,9100,-0.41,-2.19,1.78,0.072,652.623,1.105802869,10062.80611
TSZ-SAN,1212,7,37,am,9/6/23,postdrought,22.87,31.8,27.84,2.67,0.24,240,6.06,0.006,0.109,0.000109,0.393,4.85,0.94,9400,-0.71,-2.1,1.39,0.283,2655.588,4.356014458,40946.5359
TSZ-SAN,1212,7,83,am,9/6/23,postdrought,24.34,30.68,29.5,3.05,0.14,140,4.04,0.004,0.073,0.000073,0.262,11.85,1.4,14000,-1.08,-2.33,1.25,0.209,2932.070,3.229258718,45209.62205
TSZ-SAN,1212,8,38,am,9/6/23,postdrought,23.76,29.99,27.8,2.73,0.13,130,3.3,0.003,0.059,0.000059,0.214,26.5,3.13,31300,-1.28,-2.13,0.85,0.252,7874.344,3.87906005,121414.5796
TSZ-SAN,1212,8,39,am,9/7/23,postdrought,17.5,36.47,34.34,4.36,0.11,110,4.52,0.005,0.081,0.000081,0.293,11.76,2.09,20900,-0.6,-1.94,1.34,0.219,4568.303,3.370273341,70438.71282
TSZ-SAN,1212,8,40,am,9/7/23,postdrought,21.68,32.33,32.27,3.78,0.07,70,2.55,0.003,0.046,0.000046,0.165,3.51,0.74,7400,-0.39,-1.94,1.55,0.107,788.888,1.643765916,12163.86778
TSZ-SAN,1212,10,21,am,9/6/23,postdrought,23.88,31.72,30.03,3.14,0.19,190,5.55,0.006,0.100,0.000100,0.360,7.09,1.09,10900,-0.59,-2.32,1.73,0.208,2265.940,3.205371481,34938.54915
TSZ-SAN,1212,10,41,am,9/7/23,postdrought,19.29,33.76,32.65,3.92,0.07,70,2.51,0.003,0.045,0.000045,0.163,19.81,2.92,29200,-0.42,-2.31,1.89,0.086,2512.869,1.326915924,38745.94498
TSZ-SAN,1212,10,42,am,9/7/23,postdrought,21.86,32.61,30.69,3.34,0.21,210,6.61,0.007,0.119,0.000119,0.428,2.74,0.32,3200,-0.3,-1.82,1.52,0.282,901.743,4.344995792,13903.98653
CCR-COL,72,156,43,pm,9/9/23,postdrought,10.19,45.6,41.32,6.91,0.07,70,4.4,0.004,0.079,0.000079,0.285,17.37,2.1,21000,-0.69,-2.51,1.82,0.157,3289.846,2.415531899,50726.16989
CCR-COL,72,156,44,pm,9/9/23,postdrought,10.51,45.5,44.46,8.29,0.04,40,3.13,0.003,0.056,0.000056,0.203,12.19,2.64,26400,-0.29,-2.01,1.72,0.118,3113.113,1.818223972,48001.11285
CCR-COL,72,156,45,pm,9/9/23,postdrought,10.47,46.79,43.73,7.9,0.05,50,3.57,0.004,0.064,0.000064,0.231,9.84,1.55,15500,-0.34,-1.78,1.44,0.161,2490.075,2.477063915,38394.49068
CCR-COL,72,149,46,pm,9/9/23,postdrought,9.83,45.7,42.41,7.41,0.06,60,3.97,0.004,0.071,0.000071,0.257,11.24,1.25,12500,-0.44,-1.92,1.48,0.174,2172.770,2.680157277,33501.96596
CCR-COL,72,149,47,pm,9/9/23,postdrought,9.8,46.7,43.26,7.74,0.05,50,3.74,0.004,0.067,0.000067,0.242,20.43,2.53,25300,-0.28,-2.39,2.11,0.115,2905.927,1.771008459,44806.51401
CCR-COL,72,149,48,pm,9/9/23,postdrought,10.16,46.14,43.76,7.97,0.03,30,2.44,0.002,0.044,0.000044,0.158,21.78,2.31,23100,-0.32,-2.55,2.23,0.071,1637.842,1.093242362,25253.89857
CCR-COL,72,152,49,pm,9/9/23,postdrought,11.38,45.48,38.1,5.56,0.19,190,9.32,0.009,0.168,0.000168,0.604,27.89,2.35,23500,-0.62,-2.54,1.92,0.315,7391.925,4.850049514,113976.1636
CCR-COL,72,152,50,pm,9/9/23,postdrought,9.91,46.46,39.97,6.34,0.16,160,9.77,0.010,0.176,0.000176,0.633,25.57,2.29,22900,-0.34,-2.48,2.14,0.296,6774.719,4.561548313,104459.4564
CCR-COL,72,152,51,pm,9/9/23,postdrought,10.56,45.46,37.69,5.5,0.27,270,13.53,0.014,0.244,0.000244,0.877,18.57,1.84,18400,-0.4,-2.52,2.12,0.414,7609.476,6.376662394,117330.588
CCR-COL,72,155,58,pm,9/9/23,postdrought,9.81,46.68,40.65,6.63,0.2,200,11.94,0.012,0.215,0.000215,0.774,4.11,0.5,5000,-0.4,-2.41,2.01,0.385,1924.657,5.935260131,29676.30066
CCR-COL,72,155,59,pm,9/9/23,postdrought,9.74,46.76,41.99,7.18,0.13,130,8.54,0.009,0.154,0.000154,0.553,22.47,2.37,23700,-0.53,-2.22,1.69,0.327,7760.586,5.048968425,119660.5517
CCR-COL,72,155,60,pm,9/9/23,postdrought,9.75,46.64,46.04,9.09,0.01,10,0.75,0.001,0.014,0.000014,0.049,10.28,1.13,11300,-0.25,-2.03,1.78,0.027,308.528,0.42099094,4757.197623
CCR-COL,72,5,61,pm,9/9/23,postdrought,10.07,46.13,42.82,7.55,0.09,90,5.96,0.006,0.107,0.000107,0.386,20.64,4.72,47200,-0.24,-1.92,1.68,0.230,10850.606,3.544610068,167305.5952
CCR-COL,72,5,63,pm,9/9/23,postdrought,10.11,45.56,41.88,7.16,0.07,70,4.54,0.005,0.082,0.000082,0.294,20.28,3.11,31100,-1.11,-2.11,1.0,0.294,9149.371,4.536149313,141074.2436
CCR-COL,72,5,85,pm,9/9/23,postdrought,9.96,46.62,43.5,7.83,0.04,40,2.99,0.003,0.054,0.000054,0.194,7.85,1.36,13600,-0.38,-1.92,1.54,0.126,1711.057,1.939911672,26382.79874
JLA-JAK,1521,153,69,pm,9/9/23,postdrought,10.08,46.12,42.12,7.24,0.1,100,6.4,0.006,0.115,0.000115,0.415,1.69,0.31,3100,-0.33,-1.6,1.27,0.327,1012.309,5.035095842,15608.79711
JLA-JAK,1521,153,76,pm,9/9/23,postdrought,10.23,46.28,45.14,8.61,0.03,30,2.74,0.003,0.049,0.000049,0.178,2.03,0.31,3100,-0.58,-1.77,1.19,0.149,462.530,2.300568082,7131.761053
JLA-JAK,1521,153,90,pm,9/9/23,postdrought,9.38,46.77,45.72,8.98,0.03,30,2.04,0.002,0.037,0.000037,0.132,1.27,0.15,1500,-1.06,-2.11,1.05,0.126,188.846,1.941209272,2911.813908
JLA-JAK,1521,155,62,pm,9/9/23,postdrought,10.73,46.43,40.89,6.64,0.11,110,6.58,0.007,0.118,0.000118,0.426,2.31,0.45,4500,-1.21,-2.71,1.5,0.284,1279.152,4.382946032,19723.25715
JLA-JAK,1521,155,64,pm,9/9/23,postdrought,11.2,45.43,40.94,6.66,0.07,70,4.47,0.004,0.080,0.000080,0.290,2.25,0.5,5000,-1.17,-1.79,0.62,0.467,2335.935,7.203562395,36017.81198
JLA-JAK,1521,155,66,pm,9/9/23,postdrought,10.93,45.66,41.61,6.96,0.11,110,6.9,0.007,0.124,0.000124,0.447,3.09,0.44,4400,-0.44,-2.21,1.77,0.253,1111.485,3.894998664,17137.99412
JLA-JAK,1521,156,71,pm,9/9/23,postdrought,10.44,46.33,42.18,7.22,0.05,50,3.57,0.004,0.064,0.000064,0.231,1.53,0.24,2400,-0.45,-1.85,1.4,0.165,396.576,2.547837169,6114.809206
JLA-JAK,1521,156,74,pm,9/9/23,postdrought,9.92,46.44,43.86,8.01,0.04,40,3.11,0.003,0.056,0.000056,0.202,2.22,0.32,3200,-0.68,-1.58,0.9,0.224,716.544,3.452624661,11048.39891
JLA-JAK,1521,156,75,pm,9/9/23,postdrought,10.39,45.75,43.84,8,0.03,30,2.61,0.003,0.047,0.000047,0.169,3.2,0.59,5900,-0.53,-1.72,1.19,0.142,838.534,2.191417041,12929.36054
JLA-JAK,1521,157,67,pm,9/9/23,postdrought,10.17,46.57,44.25,8.16,0.05,50,3.73,0.004,0.067,0.000067,0.242,2.02,0.35,3500,-0.73,-1.98,1.25,0.193,676.771,2.981469064,10435.14172
JLA-JAK,1521,157,68,pm,9/9/23,postdrought,9.54,46.72,44.27,8.23,0.05,50,3.54,0.004,0.064,0.000064,0.229,2.24,0.41,4100,-0.84,-2.26,1.42,0.162,662.329,2.490843297,10212.45752
JLA-JAK,1521,157,72,pm,9/9/23,postdrought,9.89,46.71,43.65,7.91,0.04,40,3.3,0.003,0.059,0.000059,0.214,2.52,0.46,4600,-1.19,-2.08,0.89,0.240,1105.240,3.704720273,17041.71325
JLA-JAK,1521,158,70,pm,9/9/23,postdrought,10.63,45.36,43.58,7.87,0.07,70,4.89,0.005,0.088,0.000088,0.317,1.21,0.27,2700,-0.45,-1.75,1.3,0.244,658.119,3.758348042,10147.53971
JLA-JAK,1521,158,73,pm,9/9/23,postdrought,10.07,46.36,43.83,7.99,0.06,60,4.67,0.005,0.084,0.000084,0.303,0.73,0.16,1600,-0.48,-1.73,1.25,0.242,387.348,3.732831241,5972.529986
JLA-JAK,1521,158,81,pm,9/9/23,postdrought,11.15,45.03,42.93,7.55,0.09,90,6.18,0.006,0.111,0.000111,0.400,0.69,0.22,2200,-0.42,-2.09,1.67,0.240,527.557,3.69746007,8134.412153
NRV-NEW,666,101,1,pm,9/9/23,postdrought,10.15,46.81,43.68,7.89,0.06,60,4,0.004,0.072,0.000072,0.259,5.48,0.73,7300,-0.26,-2.3,2.04,0.127,927.529,1.959121237,14301.58503
NRV-NEW,666,101,2,pm,9/9/23,postdrought,10.1,46.82,45.19,8.63,0.05,50,3.83,0.004,0.069,0.000069,0.248,4.08,0.49,4900,-1.3,-2.2,0.9,0.276,1351.224,4.251946126,20834.53602
NRV-NEW,666,101,3,pm,9/9/23,postdrought,9.5,46.8,42.89,7.6,0.05,50,3.76,0.004,0.068,0.000068,0.244,6.39,0.75,7500,-1.11,-2.37,1.26,0.193,1450.286,2.98159594,22361.96955
NRV-NEW,666,105,7,pm,9/9/23,postdrought,10.37,46.28,43.81,7.95,0.04,40,3.06,0.003,0.055,0.000055,0.198,3.32,0.56,5600,-1.32,-1.82,0.5,0.397,2220.826,6.114809206,34242.93156
NRV-NEW,666,105,8,pm,9/9/23,postdrought,9.92,46.61,40.92,6.74,0.18,180,11.09,0.011,0.200,0.000200,0.719,1.18,0.18,1800,-1.2,-2.1,0.9,0.798,1437.264,12.3117709,22161.18761
NRV-NEW,666,105,9,pm,9/9/23,postdrought,10.76,46.49,44.36,8.18,0.05,50,4.01,0.004,0.072,0.000072,0.260,4.63,0.75,7500,-0.56,-2.61,2.05,0.127,950.663,1.95443846,14658.28845
NRV-NEW,666,118,10,pm,9/9/23,postdrought,10.79,45.2,44.11,8.13,0.04,40,3.19,0.003,0.057,0.000057,0.207,10.06,1.55,15500,-0.26,-1.83,1.57,0.132,2040.787,2.030123784,31466.91866
NRV-NEW,666,118,11,pm,9/9/23,postdrought,9.88,46.49,45.47,8.81,0.03,30,2.22,0.002,0.040,0.000040,0.144,2.44,0.45,4500,-0.36,-1.71,1.35,0.107,479.520,1.643049678,7393.72355
NRV-NEW,666,118,12,pm,9/9/23,postdrought,10.38,45.64,44.16,8.15,0.02,20,1.24,0.001,0.022,0.000022,0.080,1.93,0.33,3300,-0.47,-1.91,1.44,0.056,184.140,0.860380743,2839.256453
NRV-NEW,666,122,16,pm,9/9/23,postdrought,10.48,46.2,45.25,8.65,0.04,40,3.22,0.003,0.058,0.000058,0.209,8.47,1.37,13700,-0.27,-1.65,1.38,0.151,2071.440,2.331354273,31939.55353
NRV-NEW,666,122,17,pm,9/9/23,postdrought,10.3,45.95,44.41,8.26,0.05,50,3.87,0.004,0.070,0.000070,0.251,8.18,1.23,12300,-0.26,-2.09,1.83,0.137,1685.544,2.11296043,25989.41329
NRV-NEW,666,122,18,pm,9/9/23,postdrought,9.57,46.84,45.45,8.8,0.02,20,1.69,0.002,0.030,0.000030,0.110,7.71,1.2,12000,-0.88,-1.99,1.11,0.099,1183.914,1.521231166,18254.774
NRV-NEW,666,123,19,pm,9/9/23,postdrought,11.05,45.39,39.18,5.99,0.13,130,7.23,0.007,0.130,0.000130,0.469,8.61,1.52,15200,-0.86,-2.43,1.57,0.298,4535.835,4.601189643,69938.08257
NRV-NEW,666,123,20,pm,9/9/23,postdrought,11.56,45.4,41.91,7.05,0.06,60,4.16,0.004,0.075,0.000075,0.270,1.94,0.35,3500,-1.21,-1.88,0.67,0.402,1408.191,6.203688981,21712.91143
NRV-NEW,666,123,22,pm,9/9/23,postdrought,10.57,46.75,43.66,7.86,0.05,50,3.44,0.003,0.062,0.000062,0.223,7.09,0.5,5000,-0.92,-1.96,1.04,0.214,1071.692,3.304886826,16524.43413
TSZ-SAN,1212,3,29,pm,9/9/23,postdrought,9.92,45.78,44.96,8.58,0.01,10,1.16,0.001,0.021,0.000021,0.075,0.9,0.17,1700,-0.74,-2.06,1.32,0.057,96.807,0.878042518,1492.672281
TSZ-SAN,1212,3,30,pm,9/9/23,postdrought,10.02,46.85,43.23,7.69,0.06,60,4.3,0.004,0.077,0.000077,0.279,7.13,1.39,13900,-0.86,-2.41,1.55,0.180,2498.772,2.771840564,38528.58384
TSZ-SAN,1212,3,31,pm,9/9/23,postdrought,10.59,46.39,43.29,7.69,0.05,50,3.9,0.004,0.070,0.000070,0.253,4.14,0.74,7400,-0.52,-2.13,1.61,0.157,1161.570,2.420305678,17910.26202
TSZ-SAN,1212,4,32,pm,9/9/23,postdrought,9.48,46.79,46.05,9.12,0.01,10,0.6,0.001,0.011,0.000011,0.039,7.33,1.02,10200,-0.86,-2.06,1.2,0.032,330.480,0.499575916,5095.674339
TSZ-SAN,1212,4,33,pm,9/9/23,postdrought,10.3,46.08,45.5,8.79,0.02,20,1.57,0.002,0.028,0.000028,0.102,19.41,3.48,34800,-0.52,-1.95,1.43,0.071,2475.813,1.096970892,38174.58702
TSZ-SAN,1212,4,34,pm,9/9/23,postdrought,10.14,46.82,43.77,7.93,0.04,40,3.25,0.003,0.059,0.000059,0.211,6.58,1.15,11500,-0.38,-1.82,1.44,0.146,1681.875,2.255030174,25932.84701
TSZ-SAN,1212,7,36,pm,9/9/23,postdrought,10.08,46.89,45.43,8.74,0.03,30,2.67,0.003,0.048,0.000048,0.173,8.77,0.91,9100,-0.41,-2.19,1.78,0.097,884.520,1.498727747,13638.42249
TSZ-SAN,1212,7,37,pm,9/9/23,postdrought,11.1,46.77,41.76,6.93,0.11,110,7.01,0.007,0.126,0.000126,0.454,4.85,0.94,9400,-0.71,-2.1,1.39,0.327,3071.893,5.038888012,47365.54731
TSZ-SAN,1212,7,83,pm,9/9/23,postdrought,10.15,45.61,44.5,8.34,0.04,40,2.94,0.003,0.053,0.000053,0.191,11.85,1.4,14000,-1.08,-2.33,1.25,0.152,2133.734,2.350005107,32900.07149
TSZ-SAN,1212,8,38,pm,9/9/23,postdrought,9.7,46.53,42.67,7.49,0.1,100,7.25,0.007,0.131,0.000131,0.470,26.5,3.13,31300,-1.28,-2.13,0.85,0.553,17299.694,8.522177383,266744.1521
TSZ-SAN,1212,8,39,pm,9/9/23,postdrought,11.71,44.78,42.28,7.26,0.09,90,5.59,0.006,0.101,0.000101,0.362,11.76,2.09,20900,-0.6,-1.94,1.34,0.270,5649.738,4.168103534,87113.36387
TSZ-SAN,1212,8,40,pm,9/9/23,postdrought,10.94,46.41,45.06,8.49,0.02,20,1.43,0.001,0.026,0.000026,0.093,3.51,0.74,7400,-0.39,-1.94,1.55,0.060,442.396,0.921798141,6821.306243
TSZ-SAN,1212,10,21,pm,9/9/23,postdrought,10.79,46.75,41.81,6.99,0.06,60,4.23,0.004,0.076,0.000076,0.274,7.09,1.09,10900,-0.59,-2.32,1.73,0.158,1727.014,2.443012859,26628.84016
TSZ-SAN,1212,10,41,pm,9/9/23,postdrought,10.62,45.6,44.86,8.48,0.04,40,3.1,0.003,0.056,0.000056,0.201,19.81,2.92,29200,-0.42,-2.31,1.89,0.106,3103.543,1.638820464,47853.55754
TSZ-SAN,1212,10,42,pm,9/9/23,postdrought,9.9,46.14,42.33,7.34,0.08,80,5.86,0.006,0.105,0.000105,0.380,2.74,0.32,3200,-0.3,-1.82,1.52,0.250,799.427,3.851993244,12326.37838
CCR-COL,72,156,43,am,9/21/23,postdrought,20.91,30.24,29.3,3.18,0.16,160,4.81,0.005,0.087,0.000087,0.312,17.37,2.1,21000,-0.52,-1.85,1.33,0.234,4921.389,3.613473916,75882.95223
CCR-COL,72,156,44,am,9/22/23,postdrought,22.34,31.68,31.13,3.49,0.12,120,3.67,0.004,0.066,0.000066,0.238,12.19,2.64,26400,-0.45,-1.76,1.31,0.182,4792.628,2.79915055,73897.57451
CCR-COL,72,156,45,am,9/21/23,postdrought,17.84,31.62,29.84,3.39,0.12,120,3.63,0.004,0.065,0.000065,0.235,9.84,1.55,15500,-0.48,-2.09,1.61,0.146,2264.579,2.252746054,34917.56384
CCR-COL,72,149,46,am,9/21/23,postdrought,18.24,30.63,27.93,2.98,0.2,200,5.43,0.005,0.098,0.000098,0.352,11.24,1.25,12500,-0.4,-1.99,1.59,0.221,2766.226,3.412197763,42652.47204
CCR-COL,72,149,47,am,9/22/23,postdrought,36.03,25.78,23.16,1.64,0.18,180,2.82,0.003,0.051,0.000051,0.183,20.43,2.53,25300,-0.36,-2.3,1.94,0.094,2383.104,1.452375342,36745.09616
CCR-COL,72,149,48,am,9/22/23,postdrought,29.93,29.62,28.71,2.72,0.18,180,4.13,0.004,0.074,0.000074,0.268,21.78,2.31,23100,-0.89,-1.65,0.76,0.352,8134.361,5.429601398,125423.7923
CCR-COL,72,152,49,am,9/21/23,postdrought,20.82,28.62,25.03,2.36,0.37,370,8.22,0.008,0.148,0.000148,0.533,27.89,2.35,23500,-0.33,-2.24,1.91,0.279,6553.621,4.300014687,101050.3451
CCR-COL,72,152,50,am,9/22/23,postdrought,33.11,27.73,25.65,2.07,0.26,260,4.97,0.005,0.089,0.000089,0.322,25.57,2.29,22900,-0.33,-1.38,1.05,0.307,7023.888,4.729318667,108301.3975
CCR-COL,72,152,51,am,9/22/23,postdrought,23.12,31.9,28.32,2.76,0.41,410,10.7,0.011,0.193,0.000193,0.693,18.57,1.84,18400,-0.67,-1.61,0.94,0.738,13572.153,11.37332404,209269.1622
CCR-COL,72,155,58,am,9/22/23,postdrought,34.78,25.81,22.73,1.61,0.27,270,4.12,0.004,0.074,0.000074,0.267,4.11,0.5,5000,-0.34,-2.08,1.74,0.153,767.172,2.365807784,11829.03892
CCR-COL,72,155,59,am,9/21/23,postdrought,20.33,28.67,25.37,2.44,0.33,330,7.63,0.008,0.137,0.000137,0.494,22.47,2.37,23700,-0.82,-2.05,1.23,0.402,9526.706,6.197990627,146892.3779
CCR-COL,72,155,60,am,9/22/23,postdrought,34.86,25.83,23.2,1.68,0.2,200,3.16,0.003,0.057,0.000057,0.205,10.28,1.13,11300,-0.45,-1.24,0.79,0.259,2928.960,3.996607324,45161.66277
CCR-COL,72,5,61,am,9/22/23,postdrought,28.85,30.21,28.11,2.57,0.19,190,4.62,0.005,0.083,0.000083,0.299,20.64,4.72,47200,-0.42,-1.82,1.4,0.214,10093.248,3.297201043,155627.8892
CCR-COL,72,5,63,am,9/21/23,postdrought,19.77,28.6,26.3,2.65,0.25,250,6.1,0.006,0.110,0.000110,0.395,20.28,3.11,31100,-0.27,-2.06,1.79,0.221,6867.714,3.404930821,105893.3485
CCR-COL,72,5,85,am,9/22/23,postdrought,34.95,25.89,23.65,1.75,0.13,130,2.15,0.002,0.039,0.000039,0.139,7.85,1.36,13600,-0.47,-1.69,1.22,0.114,1553.075,1.760800358,23946.88487
JLA-JAK,1521,153,69,am,9/22/23,postdrought,29.88,29.89,28.49,2.64,0.2,200,5.09,0.005,0.092,0.000092,0.330,1.69,0.31,3100,-0.32,-1.63,1.31,0.252,780.518,3.882200626,12034.82194
JLA-JAK,1521,153,76,am,9/22/23,postdrought,30.69,29,28.25,2.61,0.19,190,4.71,0.005,0.085,0.000085,0.305,2.03,0.31,3100,-0.45,-2.36,1.91,0.160,495.364,2.463877029,7638.018789
JLA-JAK,1521,153,90,am,9/21/23,postdrought,17.49,30.99,29.71,3.39,0.14,140,4.51,0.005,0.081,0.000081,0.292,1.27,0.15,1500,-0.37,-1.46,1.09,0.268,402.176,4.134105283,6201.157924
JLA-JAK,1521,155,62,am,9/21/23,postdrought,20.59,29.32,26.02,2.53,0.25,250,5.95,0.006,0.107,0.000107,0.386,2.31,0.45,4500,-0.46,-1.97,1.51,0.255,1149.020,3.937055229,17716.74853
JLA-JAK,1521,155,64,am,9/21/23,postdrought,22.23,28.62,26.25,2.54,0.21,210,4.94,0.005,0.089,0.000089,0.320,2.25,0.5,5000,-0.46,-1.83,1.37,0.234,1168.292,3.602781055,18013.90528
JLA-JAK,1521,155,66,am,9/22/23,postdrought,24.45,31.43,29.17,2.92,0.11,110,3.14,0.003,0.057,0.000057,0.203,3.09,0.44,4400,-0.4,-1.6,1.2,0.170,746.064,2.614447291,11503.56808
JLA-JAK,1521,156,71,am,9/21/23,postdrought,19.99,29.55,27.91,2.95,0.18,180,5.1,0.005,0.092,0.000092,0.330,1.53,0.24,2400,-0.26,-1.83,1.57,0.210,505.192,3.245652445,7789.565868
JLA-JAK,1521,156,74,am,9/22/23,postdrought,32.2,28.28,26.02,2.13,0.19,190,3.82,0.004,0.069,0.000069,0.248,2.22,0.32,3200,-0.35,-1.82,1.47,0.168,538.854,2.596435371,8308.593186
JLA-JAK,1521,156,75,am,9/22/23,postdrought,24.96,31.35,29.47,2.98,0.14,140,4.06,0.004,0.073,0.000073,0.263,3.2,0.59,5900,-0.31,-1.86,1.55,0.170,1001.432,2.617133183,15441.08578
JLA-JAK,1521,157,67,am,9/22/23,postdrought,35.38,26.04,23.78,1.75,0.17,170,2.78,0.003,0.050,0.000050,0.180,2.02,0.35,3500,-0.58,-2.08,1.5,0.120,420.336,1.851761394,6481.164878
JLA-JAK,1521,157,68,am,9/22/23,postdrought,34.49,25.78,23.01,1.67,0.18,180,2.82,0.003,0.051,0.000051,0.183,2.24,0.41,4100,-0.71,-2.42,1.71,0.107,438.139,1.647724072,6755.668697
JLA-JAK,1521,157,72,am,9/21/23,postdrought,21.2,28.81,26.88,2.7,0.16,160,4.2,0.004,0.076,0.000076,0.272,2.52,0.46,4600,-0.59,-1.78,1.19,0.229,1052.047,3.526418227,16221.52385
JLA-JAK,1521,158,70,am,9/22/23,postdrought,21.73,32.11,30.66,3.37,0.19,190,5.98,0.006,0.108,0.000108,0.388,1.21,0.27,2700,-0.41,-1.93,1.52,0.255,688.329,3.930873651,10613.35886
JLA-JAK,1521,158,73,am,9/22/23,postdrought,31.33,28.7,26.73,2.28,0.23,230,4.96,0.005,0.089,0.000089,0.321,0.73,0.16,1600,-0.43,-2.04,1.61,0.200,319.412,3.078132349,4925.011759
JLA-JAK,1521,158,81,am,9/22/23,postdrought,23.78,32.57,31.46,3.45,0.11,110,3.55,0.004,0.064,0.000064,0.230,0.69,0.22,2200,-0.4,-1.77,1.37,0.168,369.407,2.589043066,5695.894745
NRV-NEW,666,101,1,am,9/21/23,postdrought,18.98,32.4,30.33,3.41,0.22,220,6.98,0.007,0.126,0.000126,0.452,5.48,0.73,7300,-0.39,-2.34,1.95,0.232,1693.241,3.57645117,26108.09354
NRV-NEW,666,101,2,am,9/21/23,postdrought,17.55,31.54,30.56,3.58,0.13,130,4.31,0.004,0.078,0.000078,0.279,4.08,0.49,4900,-0.32,-2.02,1.7,0.164,805.007,2.53314376,12412.40442
NRV-NEW,666,101,3,am,9/21/23,postdrought,17.03,31.44,29.11,3.26,0.15,150,4.46,0.004,0.080,0.000080,0.289,6.39,0.75,7500,-0.49,-2.02,1.53,0.189,1416.706,2.91256024,21844.2018
NRV-NEW,666,105,7,am,9/21/23,postdrought,19.51,29.86,27.07,2.76,0.15,150,3.94,0.004,0.071,0.000071,0.255,3.32,0.56,5600,-0.15,-1.69,1.54,0.166,928.407,2.556271568,14315.12078
NRV-NEW,666,105,8,am,9/21/23,postdrought,20.91,28.94,25.62,2.45,0.33,330,7.61,0.008,0.137,0.000137,0.493,1.18,0.18,1800,-0.52,-1.94,1.42,0.347,625.092,5.354609461,9638.29703
NRV-NEW,666,105,9,am,9/22/23,postdrought,34.71,26.58,24.81,1.93,0.25,250,4.52,0.005,0.081,0.000081,0.293,4.63,0.75,7500,-0.21,-1.89,1.68,0.174,1307.571,2.688194212,20161.45659
NRV-NEW,666,118,10,am,9/22/23,postdrought,21.96,32.3,28.86,2.92,0.16,160,4.4,0.004,0.079,0.000079,0.285,10.06,1.55,15500,-0.67,-1.98,1.31,0.218,3373.557,3.355929814,52016.91212
NRV-NEW,666,118,11,am,9/22/23,postdrought,32.66,28.06,26.09,2.14,0.17,170,3.5,0.004,0.063,0.000063,0.227,2.44,0.45,4500,-0.62,-2.21,1.59,0.143,641.887,2.199390823,9897.258704
